AUC,4,8,16,32
Split 1,0.9773389095415118,0.9771685254027261,0.9728314745972738,0.9754956629491945
Split 2,0.9563166023166022,0.9646563706563708,0.9657992277992278,0.9613822393822393
Split 3,0.956172887405913,0.9543415845425622,0.9607511445642896,0.9565919143322729
Split 4,0.9676548817097261,0.9668460593240112,0.9734099640696209,0.970641302826212
Split 5,0.9636194029850748,0.9646610696517413,0.9676150497512437,0.9634794776119403
